Date,Visitor,Visitor Score,Home Team,Home Score,Line,Winning,Winning Points,Losing,Losing Points,Year
10/2/04,Ohio,28,Kentucky,16,14,Ohio,28,Kentucky,16,2004
10/2/04,Kent State,21,Central Michigan,24,2,Central Michigan,24,Kent State,21,2004
10/2/04,Texas Christian,21,Army,17,-17,Texas Christian,21,Army,17,2004
10/2/04,Rutgers,31,Syracuse,41,6,Syracuse,41,Rutgers,31,2004
10/2/04,Houston,14,Memphis,41,12,Memphis,41,Houston,14,2004
10/2/04,Bowling Green,70,Temple,16,-8,Bowling Green,70,Temple,16,2004
10/2/04,Purdue,41,Notre Dame,16,-2,Purdue,41,Notre Dame,16,2004
10/2/04,South Carolina,20,Alabama,3,1.5,South Carolina,20,Alabama,3,2004
10/2/04,Louisiana State,16,Georgia,45,3,Georgia,45,Louisiana State,16,2004
10/2/04,East Carolina,7,Louisville,59,31.5,Louisville,59,East Carolina,7,2004
10/2/04,Brigham Young,31,Colorado State,21,2.5,Brigham Young,31,Colorado State,21,2004
10/2/04,North Carolina,16,Florida State,38,27.5,Florida State,38,North Carolina,16,2004
10/2/04,Arizona State,28,Oregon,13,2.5,Arizona State,28,Oregon,13,2004
10/2/04,California,49,Oregon State,7,-6.5,California,49,Oregon State,7,2004
10/2/04,Akron,19,Northern Illinois,49,17.5,Northern Illinois,49,Akron,19,2004
10/2/04,Washington,13,Stanford,27,14,Stanford,27,Washington,13,2004
10/2/04,U-C-F,20,Buffalo,48,-7.5,Buffalo,48,U-C-F,20,2004
10/2/04,Ball State,14,Toledo,52,17.5,Toledo,52,Ball State,14,2004
10/2/04,Mississippi State,13,Vanderbilt,31,12,Vanderbilt,31,Mississippi State,13,2004
10/2/04,Fresno State,21,Louisiana Tech,28,-14,Louisiana Tech,28,Fresno State,21,2004
10/2/04,Iowa State,7,Oklahoma State,36,17.5,Oklahoma State,36,Iowa State,7,2004
10/2/04,Baylor,14,Texas,44,39.5,Texas,44,Baylor,14,2004
10/2/04,Colorado,9,Missouri,17,8,Missouri,17,Colorado,9,2004
10/2/04,Texas Tech,13,Oklahoma,28,24,Oklahoma,28,Texas Tech,13,2004
10/2/04,Southern Miss,27,South Florida,20,-6.5,Southern Miss,27,South Florida,20,2004
10/2/04,U-A-B,30,Cincinnati,27,1,U-A-B,30,Cincinnati,27,2004
10/2/04,West Virginia,13,Virginia Tech,19,3,Virginia Tech,19,West Virginia,13,2004
10/2/04,Ohio State,27,Northwestern,33,-11,Northwestern,33,Ohio State,27,2004
10/2/04,Penn State,7,Minnesota,16,16.5,Minnesota,16,Penn State,7,2004
10/2/04,Kansas State,30,Texas A+M,42,5.5,Texas A+M,42,Kansas State,30,2004
10/2/04,Auburn,34,Tennessee,10,1.5,Auburn,34,Tennessee,10,2004
10/2/04,S-M-U,20,Boise State,38,38,Boise State,38,S-M-U,20,2004
10/2/04,Rice,63,San Jose State,70,-14.5,San Jose State,70,Rice,63,2004
10/2/04,San Diego State,10,U.C.L.A.,33,5.5,U.C.L.A.,33,San Diego State,10,2004
10/2/04,Nevada-Reno,13,Nevada-Las Vegas,48,6.5,Nevada-Las Vegas,48,Nevada-Reno,13,2004
10/2/04,Tulsa,16,Hawaii,44,9,Hawaii,44,Tulsa,16,2004
10/2/04,Arkansas State,21,Mississippi,28,20,Mississippi,28,Arkansas State,21,2004
10/2/04,UL-Monroe,10,Wyoming,31,15.5,Wyoming,31,UL-Monroe,10,2004
10/2/04,Idaho,45,Eastern Michigan,41,7,Idaho,45,Eastern Michigan,41,2004
10/2/04,UL-Lafayette,43,Florida Intl,34,-8,UL-Lafayette,43,Florida Intl,34,2004
10/2/04,Utah State,21,Troy,49,15,Troy,49,Utah State,21,2004
10/2/04,Middle Tennessee,21,North Texas,30,3,North Texas,30,Middle Tennessee,21,2004
10/2/04,New Mexico State,0,UTEP,45,8,UTEP,45,New Mexico State,0,2004
10/2/04,Massachusetts,7,Boston College,29, ,Boston College,29,Massachusetts,7,2004
10/2/04,The Citadel,10,Duke,28, ,Duke,28,The Citadel,10,2004
10/7/04,Houston,29,Southern Miss,35,16.5,Southern Miss,35,Houston,29,2004
10/7/04,Clemson,10,Virginia,30,14,Virginia,30,Clemson,10,2004
10/8/04,Nevada-Las Vegas,24,Brigham Young,20,10,Nevada-Las Vegas,24,Brigham Young,20,2004
10/9/04,No Carolina State,24,North Carolina,30,-10.5,North Carolina,30,No Carolina State,24,2004
10/9/04,Texas,0,Oklahoma,12,7.5,Oklahoma,12,Texas,0,2004
10/9/04,Florida State,17,Syracuse,13,-18,Florida State,17,Syracuse,13,2004
10/9/04,Wisconsin,24,Ohio State,13,4,Wisconsin,24,Ohio State,13,2004
10/9/04,Minnesota,24,Michigan,27,3.5,Michigan,27,Minnesota,24,2004
10/9/04,Indiana,24,Northwestern,31,11,Northwestern,31,Indiana,24,2004
10/9/04,Illinois,25,Michigan State,38,8.5,Michigan State,38,Illinois,25,2004
10/9/04,Texas A+M,27,Iowa State,3,-7,Texas A+M,27,Iowa State,3,2004
10/9/04,Pittsburgh,27,Temple,22,-10.5,Pittsburgh,27,Temple,22,2004
10/9/04,Cincinnati,29,Army,48,-16,Army,48,Cincinnati,29,2004
10/9/04,Bowling Green,38,Central Michigan,14,-17,Bowling Green,38,Central Michigan,14,2004
10/9/04,Kansas State,28,Kansas,31,-3,Kansas,31,Kansas State,28,2004
10/9/04,Tulane,25,East Carolina,27,2.5,East Carolina,27,Tulane,25,2004
10/9/04,Marshall,16,Ohio,13,-9.5,Marshall,16,Ohio,13,2004
10/9/04,Kent State,27,Miami-Ohio,47,19.5,Miami-Ohio,47,Kent State,27,2004
10/9/04,New Mexico,23,Air Force,28,3,Air Force,28,New Mexico,23,2004
10/9/04,Louisiana Tech,7,Auburn,52,25.5,Auburn,52,Louisiana Tech,7,2004
10/9/04,Stanford,15,Notre Dame,23,5.5,Notre Dame,23,Stanford,15,2004
10/9/04,U-A-B,27,Mississippi State,13,-11,U-A-B,27,Mississippi State,13,2004
10/9/04,Oklahoma State,42,Colorado,14,-4,Oklahoma State,42,Colorado,14,2004
10/9/04,Eastern Michigan,31,Ball State,24,7,Eastern Michigan,31,Ball State,24,2004
10/9/04,San Diego State,10,Wyoming,20,-3,Wyoming,20,San Diego State,10,2004
10/9/04,Tennessee,19,Georgia,14,12.5,Tennessee,19,Georgia,14,2004
10/9/04,Louisiana State,24,Florida,21,2.5,Louisiana State,24,Florida,21,2004
10/9/04,Arizona,17,U.C.L.A.,37,9.5,U.C.L.A.,37,Arizona,17,2004
10/9/04,California,17,Southern Cal,23,7.5,Southern Cal,23,California,17,2004
10/9/04,San Jose State,6,Washington,21,17,Washington,21,San Jose State,6,2004
10/9/04,Virginia Tech,17,Wake Forest,10,-6,Virginia Tech,17,Wake Forest,10,2004
10/9/04,Georgia Tech,20,Maryland,7,13,Georgia Tech,20,Maryland,7,2004
10/9/04,Purdue,20,Penn State,13,-8,Purdue,20,Penn State,13,2004
10/9/04,Oregon,41,Washington State,38,3,Oregon,41,Washington State,38,2004
10/9/04,Northern Illinois,30,U-C-F,28,-16,Northern Illinois,30,U-C-F,28,2004
10/9/04,Buffalo,21,Akron,44,8,Akron,44,Buffalo,21,2004
10/9/04,Rutgers,37,Vanderbilt,34,6.5,Rutgers,37,Vanderbilt,34,2004
10/9/04,Nebraska,10,Texas Tech,70,7.5,Texas Tech,70,Nebraska,10,2004
10/9/04,Missouri,30,Baylor,10,-20.5,Missouri,30,Baylor,10,2004
10/9/04,Toledo,59,Western Michigan,33,-13,Toledo,59,Western Michigan,33,2004
10/9/04,Alabama,45,Kentucky,17,-4.5,Alabama,45,Kentucky,17,2004
10/9/04,Mississippi,31,South Carolina,28,17,Mississippi,31,South Carolina,28,2004
10/9/04,S-M-U,10,Rice,44,13.5,Rice,44,S-M-U,10,2004
10/9/04,UTEP,24,Fresno State,21,17,UTEP,24,Fresno State,21,2004
10/9/04,Nevada-Reno,26,Hawaii,48,16.5,Hawaii,48,Nevada-Reno,26,2004
10/9/04,Arkansas State,17,Middle Tennessee,45,6.5,Middle Tennessee,45,Arkansas State,17,2004
10/9/04,UL-Monroe,16,Idaho,14,2,UL-Monroe,16,Idaho,14,2004
10/9/04,North Texas,31,Utah State,23,3,North Texas,31,Utah State,23,2004
10/9/04,UL-Lafayette,32,New Mexico State,35,-3,New Mexico State,35,UL-Lafayette,32,2004
10/9/04,Florida Atlantic,20,Texas State,13, ,Florida Atlantic,20,Texas State,13,2004
10/9/04,Florida Intl,31,Stephen F Austin,24, ,Florida Intl,31,Stephen F Austin,24,2004
10/13/04,West Virginia,31,Connecticut,19,-6.5,West Virginia,31,Connecticut,19,2004
10/14/04,Louisville,38,Miami-Florida,41,8,Miami-Florida,41,Louisville,38,2004
10/15/04,Texas Christian,25,U-A-B,41,6,U-A-B,41,Texas Christian,25,2004
10/16/04,Boston College,17,Pittsburgh,20,-8,Pittsburgh,20,Boston College,17,2004
10/16/04,Temple,6,Rutgers,16,13,Rutgers,16,Temple,6,2004
10/16/04,Michigan,30,Illinois,19,-17.5,Michigan,30,Illinois,19,2004
10/16/04,Minnesota,17,Michigan State,51,-8,Michigan State,51,Minnesota,17,2004
10/16/04,Ohio State,7,Iowa,33,2,Iowa,33,Ohio State,7,2004
10/16/04,Duke,7,Georgia Tech,24,16.5,Georgia Tech,24,Duke,7,2004
10/16/04,Notre Dame,27,Navy,9,-6,Notre Dame,27,Navy,9,2004
10/16/04,Tennessee,21,Mississippi,17,-10,Tennessee,21,Mississippi,17,2004
10/16/04,Baylor,27,Nebraska,59,23,Nebraska,59,Baylor,27,2004
10/16/04,Vanderbilt,3,Georgia,33,23.5,Georgia,33,Vanderbilt,3,2004
10/16/04,Miami-Ohio,25,Buffalo,7,-21,Miami-Ohio,25,Buffalo,7,2004
10/16/04,Tulane,24,Memphis,49,23.5,Memphis,49,Tulane,24,2004
10/16/04,Texas A+M,36,Oklahoma State,20,7,Texas A+M,36,Oklahoma State,20,2004
10/16/04,Eastern Michigan,35,Western Michigan,31,3.5,Eastern Michigan,35,Western Michigan,31,2004
10/16/04,Arkansas,20,Auburn,38,12,Auburn,38,Arkansas,20,2004
10/16/04,Iowa State,14,Colorado,19,11,Colorado,19,Iowa State,14,2004
10/16/04,Southern Miss,3,Alabama,27,8,Alabama,27,Southern Miss,3,2004
10/16/04,Wyoming,13,Brigham Young,24,7.5,Brigham Young,24,Wyoming,13,2004
10/16/04,Arizona,14,Oregon,28,13,Oregon,28,Arizona,14,2004
10/16/04,Oregon State,29,Washington,14,-7.5,Oregon State,29,Washington,14,2004
10/16/04,Arizona State,7,Southern Cal,45,10.5,Southern Cal,45,Arizona State,7,2004
10/16/04,Oklahoma,31,Kansas State,21,-19,Oklahoma,31,Kansas State,21,2004
10/16/04,Virginia,3,Florida State,36,3,Florida State,36,Virginia,3,2004
10/16/04,No Carolina State,13,Maryland,3,1.5,No Carolina State,13,Maryland,3,2004
10/16/04,Marshall,27,Kent State,17,-13,Marshall,27,Kent State,17,2004
10/16/04,Ball State,13,Bowling Green,51,30,Bowling Green,51,Ball State,13,2004
10/16/04,Central Michigan,10,Northern Illinois,42,19.5,Northern Illinois,42,Central Michigan,10,2004
10/16/04,U.C.L.A.,28,California,45,17,California,45,U.C.L.A.,28,2004
10/16/04,Stanford,23,Washington State,17,2,Stanford,23,Washington State,17,2004
10/16/04,Wisconsin,20,Purdue,17,7.5,Wisconsin,20,Purdue,17,2004
10/16/04,Akron,26,U-C-F,21,2,Akron,26,U-C-F,21,2004
10/16/04,Louisiana Tech,41,S-M-U,10,-8,Louisiana Tech,41,S-M-U,10,2004
10/16/04,Boise State,45,Tulsa,42,-19,Boise State,45,Tulsa,42,2004
10/16/04,New Mexico,24,Nevada-Las Vegas,20,2,New Mexico,24,Nevada-Las Vegas,20,2004
10/16/04,South Carolina,12,Kentucky,7,-13,South Carolina,12,Kentucky,7,2004
10/16/04,Missouri,20,Texas,28,13.5,Texas,28,Missouri,20,2004
10/16/04,Ohio,13,Toledo,31,12,Toledo,31,Ohio,13,2004
10/16/04,Army,42,South Florida,35,14.5,Army,42,South Florida,35,2004
10/16/04,Hawaii,20,UTEP,51,3,UTEP,51,Hawaii,20,2004
10/16/04,Rice,10,Nevada-Reno,35,-7.5,Nevada-Reno,35,Rice,10,2004
10/16/04,North Carolina,16,Utah,46,22.5,Utah,46,North Carolina,16,2004
10/16/04,Colorado State,21,San Diego State,17,4.5,Colorado State,21,San Diego State,17,2004
10/16/04,Utah State,6,Clemson,35,25,Clemson,35,Utah State,6,2004
10/16/04,Florida Intl,20,UL-Monroe,28,8.5,UL-Monroe,28,Florida Intl,20,2004
10/16/04,UL-Lafayette,25,Idaho,38,-3.5,Idaho,38,UL-Lafayette,25,2004
10/16/04,Troy,9,Arkansas State,13,-14.5,Arkansas State,13,Troy,9,2004
10/16/04,Middle Tennessee,16,Florida,52,28.5,Florida,52,Middle Tennessee,16,2004
10/16/04,Florida A+M,0,Virginia Tech,62, ,Virginia Tech,62,Florida A+M,0,2004
10/16/04,Florida Atlantic,39,Northern Colorado,24, ,Florida Atlantic,39,Northern Colorado,24,2004
10/21/04,Syracuse,6,West Virginia,27,14.5,West Virginia,27,Syracuse,6,2004
10/22/04,South Florida,9,Louisville,41,28.5,Louisville,41,South Florida,9,2004
10/22/04,Wyoming,7,Colorado State,30,3,Colorado State,30,Wyoming,7,2004
10/23/04,Rutgers,17,Pittsburgh,41,4.5,Pittsburgh,41,Rutgers,17,2004
10/23/04,Temple,31,Connecticut,45,17,Connecticut,45,Temple,31,2004
10/23/04,Kansas,10,Oklahoma,41,27,Oklahoma,41,Kansas,10,2004
10/23/04,Indiana,7,Ohio State,30,13.5,Ohio State,30,Indiana,7,2004
10/23/04,Iowa,6,Penn State,4,2.5,Iowa,6,Penn State,4,2004
10/23/04,Northwestern,12,Wisconsin,24,11.5,Wisconsin,24,Northwestern,12,2004
10/23/04,Illinois,0,Minnesota,45,19.5,Minnesota,45,Illinois,0,2004
10/23/04,Maryland,7,Clemson,10,4,Clemson,10,Maryland,7,2004
10/23/04,Oklahoma State,20,Missouri,17,4,Oklahoma State,20,Missouri,17,2004
10/23/04,Florida,31,Mississippi State,38,-23,Mississippi State,38,Florida,31,2004
10/23/04,Rice,13,Navy,14,8.5,Navy,14,Rice,13,2004
10/23/04,Colorado,26,Texas A+M,29,17.5,Texas A+M,29,Colorado,26,2004
10/23/04,Texas,51,Texas Tech,21,2.5,Texas,51,Texas Tech,21,2004
10/23/04,Georgia,20,Arkansas,14,-8,Georgia,20,Arkansas,14,2004
10/23/04,Brigham Young,41,Air Force,24,1.5,Brigham Young,41,Air Force,24,2004
10/23/04,Bowling Green,41,Ohio,16,-15,Bowling Green,41,Ohio,16,2004
10/23/04,Northern Illinois,59,Western Michigan,38,-19,Northern Illinois,59,Western Michigan,38,2004
10/23/04,Kentucky,10,Auburn,42,28,Auburn,42,Kentucky,10,2004
10/23/04,Boston College,24,Notre Dame,23,7,Boston College,24,Notre Dame,23,2004
10/23/04,Virginia,37,Duke,16,-24,Virginia,37,Duke,16,2004
10/23/04,Nevada-Las Vegas,28,Utah,63,24,Utah,63,Nevada-Las Vegas,28,2004
10/23/04,UTEP,44,Louisiana Tech,27,2.5,UTEP,44,Louisiana Tech,27,2004
10/23/04,U.C.L.A.,42,Arizona State,48,7,Arizona State,48,U.C.L.A.,42,2004
10/23/04,Florida State,20,Wake Forest,17,-14,Florida State,20,Wake Forest,17,2004
10/23/04,Nebraska,21,Kansas State,45,5.5,Kansas State,45,Nebraska,21,2004
10/23/04,Miami-Florida,45,No Carolina State,31,-6.5,Miami-Florida,45,No Carolina State,31,2004
10/23/04,U-A-B,55,Tulane,59,-18,Tulane,59,U-A-B,55,2004
10/23/04,Michigan,16,Purdue,14,4,Michigan,16,Purdue,14,2004
10/23/04,Washington State,19,Oregon State,38,8,Oregon State,38,Washington State,19,2004
10/23/04,Washington,0,Southern Cal,38,37.5,Southern Cal,38,Washington,0,2004
10/23/04,Buffalo,14,Marshall,48,26,Marshall,48,Buffalo,14,2004
10/23/04,Oregon,16,Stanford,13,2.5,Oregon,16,Stanford,13,2004
10/23/04,Ball State,23,Akron,35,12,Akron,35,Ball State,23,2004
10/23/04,U-C-F,7,Miami-Ohio,43,22.5,Miami-Ohio,43,U-C-F,7,2004
10/23/04,Central Michigan,22,Toledo,27,21.5,Toledo,27,Central Michigan,22,2004
10/23/04,California,38,Arizona,0,-23,California,38,Arizona,0,2004
10/23/04,Houston,27,Texas Christian,34,6.5,Texas Christian,34,Houston,27,2004
10/23/04,East Carolina,10,Southern Miss,51,18.5,Southern Miss,51,East Carolina,10,2004
10/23/04,Memphis,10,Cincinnati,49,-4.5,Cincinnati,49,Memphis,10,2004
10/23/04,Iowa State,26,Baylor,25,-7.5,Iowa State,26,Baylor,25,2004
10/23/04,San Diego State,9,New Mexico,19,4.5,New Mexico,19,San Diego State,9,2004
10/23/04,Alabama,13,Tennessee,17,7,Tennessee,17,Alabama,13,2004
10/23/04,Fresno State,16,Boise State,33,8,Boise State,33,Fresno State,16,2004
10/23/04,Tulsa,48,Nevada-Reno,54,3,Nevada-Reno,54,Tulsa,48,2004
10/23/04,San Jose State,28,Hawaii,46,22.5,Hawaii,46,San Jose State,28,2004
10/23/04,Idaho,14,Middle Tennessee,34,12,Middle Tennessee,34,Idaho,14,2004
10/23/04,UL-Monroe,17,Florida Atlantic,13,12.5,UL-Monroe,17,Florida Atlantic,13,2004
10/23/04,Arkansas State,24,UL-Lafayette,27,3,UL-Lafayette,27,Arkansas State,24,2004
10/23/04,New Mexico State,26,North Texas,36,8.5,North Texas,36,New Mexico State,26,2004
10/23/04,Troy,20,Louisiana State,24,23.5,Louisiana State,24,Troy,20,2004
10/23/04,Eastern Kentucky,7,Vanderbilt,19, ,Vanderbilt,19,Eastern Kentucky,7,2004
10/23/04,McNeese State,30,Florida Intl,27, ,McNeese State,30,Florida Intl,27,2004
10/28/04,Virginia Tech,34,Georgia Tech,20,-5.5,Virginia Tech,34,Georgia Tech,20,2004
10/29/04,Hawaii,3,Boise State,69,23,Boise State,69,Hawaii,3,2004
10/30/04,Miami-Florida,28,North Carolina,31,-21,North Carolina,31,Miami-Florida,28,2004
10/30/04,Purdue,10,Northwestern,13,-10,Northwestern,13,Purdue,10,2004
10/30/04,Michigan State,37,Michigan,45,10.5,Michigan,45,Michigan State,37,2004
10/30/04,Penn State,10,Ohio State,21,7,Ohio State,21,Penn State,10,2004
10/30/04,Iowa,23,Illinois,13,-13,Iowa,23,Illinois,13,2004
10/30/04,Minnesota,21,Indiana,30,-17,Indiana,30,Minnesota,21,2004
10/30/04,West Virginia,35,Rutgers,30,-15,West Virginia,35,Rutgers,30,2004
10/30/04,Duke,22,Wake Forest,24,16,Wake Forest,24,Duke,22,2004
10/30/04,No Carolina State,20,Clemson,26,-1,Clemson,26,No Carolina State,20,2004
10/30/04,Missouri,3,Nebraska,24,-3,Nebraska,24,Missouri,3,2004
10/30/04,Auburn,35,Mississippi,14,-15.5,Auburn,35,Mississippi,14,2004
10/30/04,Western Michigan,21,Central Michigan,24,8,Central Michigan,24,Western Michigan,21,2004
10/30/04,Connecticut,30,Syracuse,42,3,Syracuse,42,Connecticut,30,2004
10/30/04,Oklahoma,38,Oklahoma State,35,-14,Oklahoma,38,Oklahoma State,35,2004
10/30/04,Army,28,East Carolina,38,-3,East Carolina,38,Army,28,2004
10/30/04,Kansas,7,Iowa State,13,-4,Iowa State,13,Kansas,7,2004
10/30/04,Texas Tech,35,Kansas State,25,2,Texas Tech,35,Kansas State,25,2004
10/30/04,Kentucky,7,Mississippi State,22,3,Mississippi State,22,Kentucky,7,2004
10/30/04,Air Force,26,Wyoming,43,2,Wyoming,43,Air Force,26,2004
10/30/04,New Mexico,26,Colorado State,17,2,New Mexico,26,Colorado State,17,2004
10/30/04,Texas Christian,10,Cincinnati,21,7,Cincinnati,21,Texas Christian,10,2004
10/30/04,Texas,31,Colorado,7,-14,Texas,31,Colorado,7,2004
10/30/04,Florida State,17,Maryland,20,-13,Maryland,20,Florida State,17,2004
10/30/04,Florida,24,Georgia,31,6.5,Georgia,31,Florida,24,2004
10/30/04,Arizona State,0,California,27,16.5,California,27,Arizona State,0,2004
10/30/04,Washington,6,Oregon,31,20,Oregon,31,Washington,6,2004
10/30/04,Stanford,0,U.C.L.A.,21,4,U.C.L.A.,21,Stanford,0,2004
10/30/04,Ohio,16,Kent State,42,3,Kent State,42,Ohio,16,2004
10/30/04,U-C-F,3,Marshall,20,25,Marshall,20,U-C-F,3,2004
10/30/04,Tulane,3,Houston,24,10,Houston,24,Tulane,3,2004
10/30/04,Northern Illinois,38,Ball State,31,-20.5,Northern Illinois,38,Ball State,31,2004
10/30/04,UTEP,38,San Jose State,20,-14,UTEP,38,San Jose State,20,2004
10/30/04,Eastern Michigan,20,Bowling Green,41,28.5,Bowling Green,41,Eastern Michigan,20,2004
10/30/04,Oregon State,28,Arizona,14,-7,Oregon State,28,Arizona,14,2004
10/30/04,Southern Cal,42,Washington State,12,-25,Southern Cal,42,Washington State,12,2004
10/30/04,Tennessee,43,South Carolina,29,1.5,Tennessee,43,South Carolina,29,2004
10/30/04,Rice,22,Tulsa,39,-1,Tulsa,39,Rice,22,2004
10/30/04,Texas A+M,34,Baylor,35,-25,Baylor,35,Texas A+M,34,2004
10/30/04,Vanderbilt,7,Louisiana State,24,24,Louisiana State,24,Vanderbilt,7,2004
10/30/04,S-M-U,0,Fresno State,42,27.5,Fresno State,42,S-M-U,0,2004
10/30/04,Utah,51,San Diego State,28,-20,Utah,51,San Diego State,28,2004
10/30/04,Utah State,0,Middle Tennessee,21,9.5,Middle Tennessee,21,Utah State,0,2004
10/30/04,Idaho,7,Troy,47,26,Troy,47,Idaho,7,2004
10/30/04,UL-Monroe,30,North Texas,45,8,North Texas,45,UL-Monroe,30,2004
10/30/04,Florida Intl,31,New Mexico State,56,10,New Mexico State,56,Florida Intl,31,2004
10/30/04,Delaware,20,Navy,34, ,Navy,34,Delaware,20,2004
10/30/04,Florida Atlantic,38,Florida A+M,8, ,Florida Atlantic,38,Florida A+M,8,2004
11/2/04,Toledo,16,Miami-Ohio,23,6,Miami-Ohio,23,Toledo,16,2004
11/3/04,South Florida,45,U-A-B,20,17,South Florida,45,U-A-B,20,2004
11/4/04,Louisville,56,Memphis,49,-13.5,Louisville,56,Memphis,49,2004
11/5/04,Marshall,28,Akron,31,-9.5,Akron,31,Marshall,28,2004
11/5/04,North Texas,27,UL-Lafayette,17,-2,North Texas,27,UL-Lafayette,17,2004
11/6/04,Rutgers,10,Boston College,21,15,Boston College,21,Rutgers,10,2004
11/6/04,Duke,7,Florida State,29,30,Florida State,29,Duke,7,2004
11/6/04,Minnesota,14,Wisconsin,38,7,Wisconsin,38,Minnesota,14,2004
11/6/04,Ohio State,32,Michigan State,19,-2,Ohio State,32,Michigan State,19,2004
11/6/04,Indiana,22,Illinois,26,2,Illinois,26,Indiana,22,2004
11/6/04,Northwestern,14,Penn State,7,5.5,Northwestern,14,Penn State,7,2004
11/6/04,Purdue,21,Iowa,23,2,Iowa,23,Purdue,21,2004
11/6/04,Clemson,24,Miami-Florida,17,17,Clemson,24,Miami-Florida,17,2004
11/6/04,Kansas State,35,Missouri,24,2.5,Kansas State,35,Missouri,24,2004
11/6/04,Temple,21,West Virginia,42,27,West Virginia,42,Temple,21,2004
11/6/04,Georgia,62,Kentucky,17,-24,Georgia,62,Kentucky,17,2004
11/6/04,Air Force,31,Army,22,-3,Air Force,31,Army,22,2004
11/6/04,Pittsburgh,31,Syracuse,38,4,Syracuse,38,Pittsburgh,31,2004
11/6/04,Virginia Tech,27,North Carolina,24,-10,Virginia Tech,27,North Carolina,24,2004
11/6/04,Kent State,33,Buffalo,7,-7.5,Kent State,33,Buffalo,7,2004
11/6/04,Nebraska,27,Iowa State,34,-4.5,Iowa State,34,Nebraska,27,2004
11/6/04,Colorado,30,Kansas,21,2,Colorado,30,Kansas,21,2004
11/6/04,Baylor,17,Texas Tech,42,29,Texas Tech,42,Baylor,17,2004
11/6/04,Florida,34,Vanderbilt,17,-11.5,Florida,34,Vanderbilt,17,2004
11/6/04,Colorado State,31,Utah,63,25,Utah,63,Colorado State,31,2004
11/6/04,San Diego State,16,Brigham Young,49,11.5,Brigham Young,49,San Diego State,16,2004
11/6/04,Wyoming,53,Nevada-Las Vegas,45,5,Wyoming,53,Nevada-Las Vegas,45,2004
11/6/04,Fresno State,52,Rice,21,-7,Fresno State,52,Rice,21,2004
11/6/04,Tulsa,35,S-M-U,41,-12,S-M-U,41,Tulsa,35,2004
11/6/04,Cincinnati,52,Southern Miss,24,6,Cincinnati,52,Southern Miss,24,2004
11/6/04,Oklahoma,42,Texas A+M,35,-12.5,Oklahoma,42,Texas A+M,35,2004
11/6/04,Georgia Tech,24,No Carolina State,14,7.5,Georgia Tech,24,No Carolina State,14,2004
11/6/04,Maryland,0,Virginia,16,13,Virginia,16,Maryland,0,2004
11/6/04,Notre Dame,17,Tennessee,13,7,Notre Dame,17,Tennessee,13,2004
11/6/04,Mississippi State,14,Alabama,30,17.5,Alabama,30,Mississippi State,14,2004
11/6/04,Arizona,23,Washington,13,1,Arizona,23,Washington,13,2004
11/6/04,Oregon,27,California,28,18,California,28,Oregon,27,2004
11/6/04,Washington State,31,U.C.L.A.,29,14,Washington State,31,U.C.L.A.,29,2004
11/6/04,Southern Cal,28,Oregon State,20,-17,Southern Cal,28,Oregon State,20,2004
11/6/04,Western Michigan,0,Bowling Green,52,30,Bowling Green,52,Western Michigan,0,2004
11/6/04,Ohio,17,U-C-F,16,-1,Ohio,17,U-C-F,16,2004
11/6/04,Central Michigan,58,Eastern Michigan,61,-2.5,Eastern Michigan,61,Central Michigan,58,2004
11/6/04,East Carolina,24,Houston,34,16,Houston,34,East Carolina,24,2004
11/6/04,Stanford,31,Arizona State,34,12,Arizona State,34,Stanford,31,2004
11/6/04,Arkansas,32,South Carolina,35,4,South Carolina,35,Arkansas,32,2004
11/6/04,Navy,10,Tulane,42,-9.5,Tulane,42,Navy,10,2004
11/6/04,Oklahoma State,35,Texas,56,13.5,Texas,56,Oklahoma State,35,2004
11/6/04,San Jose State,24,Nevada-Reno,42,14,Nevada-Reno,42,San Jose State,24,2004
11/6/04,Louisiana Tech,23,Hawaii,34,4,Hawaii,34,Louisiana Tech,23,2004
11/6/04,Florida Atlantic,6,Troy,24,12,Troy,24,Florida Atlantic,6,2004
11/6/04,Arkansas State,31,Idaho,45,-3.5,Idaho,45,Arkansas State,31,2004
11/6/04,Utah State,25,UL-Monroe,32,5.5,UL-Monroe,32,Utah State,25,2004
11/6/04,Middle Tennessee,10,New Mexico State,44,-2,New Mexico State,44,Middle Tennessee,10,2004
11/9/04,Toledo,31,Northern Illinois,17,6.5,Toledo,31,Northern Illinois,17,2004
11/10/04,Texas Christian,28,Louisville,55,23.5,Louisville,55,Texas Christian,28,2004
11/11/04,Florida State,17,No Carolina State,10,-7,Florida State,17,No Carolina State,10,2004
11/11/04,Utah State,7,Arkansas State,16,6,Arkansas State,16,Utah State,7,2004
11/12/04,Southern Miss,26,Memphis,30,6.5,Memphis,30,Southern Miss,26,2004
11/12/04,Hawaii,14,Fresno State,70,21.5,Fresno State,70,Hawaii,14,2004
11/13/04,Boston College,36,West Virginia,17,7,Boston College,36,West Virginia,17,2004
11/13/04,Connecticut,10,Georgia Tech,30,7.5,Georgia Tech,30,Connecticut,10,2004
11/13/04,Wisconsin,14,Michigan State,49,-7,Michigan State,49,Wisconsin,14,2004
11/13/04,Penn State,22,Indiana,18,-4,Penn State,22,Indiana,18,2004
11/13/04,Iowa,29,Minnesota,27,5,Iowa,29,Minnesota,27,2004
